id,x,y
bfdeb624-047e-44cb-b63b-4b2f0e352f4a,-303.39847,-400.87582
a86c5883-a5fe-4c17-9a92-2b7e8ba15609,1291.8759,-762.3222
39d64ee2-82e1-43bf-af8b-f379e78a9ed3,-1045.4893,-284.88895
4e6f8070-ae15-4d72-8273-c8374d5b1a57,150.84914,-32.818256
f298a07b-3058-47f3-8123-60dd9d167879,-229.5662,737.4507
ee4f939e-4b32-43de-a7eb-3ab8a265bae4,2224.522,-434.83517
3a83829e-6932-4064-aaa2-f28f613976e3,-1138.4188,-509.78986
9a40ab21-a9ec-441f-96f1-dc5363368c35,1028.0005,-735.12537
9a51e3c4-3392-4c2e-b7e6-da6c1ba1fd86,687.9504,664.2455
636d0d31-c142-4bee-9b39-57e7e79ccb64,318.80023,-353.55493
ada7d630-9c35-4711-949b-c47893f42344,-791.7672,-516.9959
a399dc5c-b923-474d-ba3a-5f413e67e686,-1060.8129,65.46114
4933110d-6438-4bba-9c4d-92c6ea1ea41d,-647.2187,-1493.1357
8228fc14-6be5-48b3-a0bf-d9197caa7353,-1611.238,-138.55743
ec3ba727-2371-4c68-9e03-bee88c0d1c1a,-1407.9741,900.1716
d661bf56-fb05-4bd3-bf61-156bf324458f,523.0538,95.318886
ad40d9ed-94a0-4637-9c43-bc95f4c567db,-2014.987,648.7264
825abbe6-4048-4585-b570-65e863c0048e,286.85614,1100.6941
aed09f50-5e6b-4a48-9b37-726255a91f47,-1835.2131,-15.508969
395d2a4d-a7e8-429a-b05a-e44c8760f6e3,-677.5782,403.98907
aa05d80b-de6a-4c1e-908f-dd4b49e73a23,-509.1784,145.1767
e2e3c4cf-abfc-42e4-a94e-536007a4fb20,275.80652,-1420.5896
763fe57f-9f01-414e-a4c5-952cb39f312c,-2028.0543,49.869
5dcda5db-c991-44fa-889c-2de535ae0c9e,182.94817,-535.2153
5f0f0bbf-be98-4637-a868-4a2cf2b69cd9,-591.62915,-362.633
9eed606d-f12e-44b8-a0d8-d74d76351a77,-100.99058,-258.59775
00db7eff-c8c9-4a89-9fb4-2ad6100e0e6c,-2234.5205,229.31685
b005ffdc-be2c-450e-bebe-4d8f6febe2ee,634.3055,-1338.2885
67fc7671-76a7-434c-a956-0bbef9f2414d,-687.92773,141.63924
c7104d2f-d191-4786-98d2-f9b4fe1f13d8,-2386.8542,205.51903
a109c64c-10bd-4e9c-90ed-87605f0440ca,-1700.6154,891.28796
74784c9f-ebcf-45b8-baad-bf97ef6009f5,49.40991,-388.53168
e0444de3-3b36-4be7-b5c0-9a38eb05d184,-1689.0598,1301.3257
69d38357-32d2-4bac-8e9a-419de505817e,-158.35219,-748.8544
a8992c02-16a5-4cde-b2dd-de4d57108da0,1118.0916,1042.668
5437ca36-78e0-432f-b9c6-f240977ff4ae,-1215.4197,-59.706505
3bc1254d-cf21-4eb6-8edb-910e1aa1856e,-1613.9825,-318.66074
862206da-9edd-4f8a-a791-834ce3c2d90c,-1262.0201,-770.4073
635283e8-b502-4ca7-a6f3-2bc56e8df138,-74.06437,-627.3054
bc105026-b6d0-4666-ae69-45c1404d4149,-465.64706,912.75757
13e5d889-f2b8-4a6c-9fc1-9053ee2d2e37,-1927.1316,346.01602
ad7bc1ef-4604-4d89-bebd-6a9fc4c33152,393.41663,-1944.9567
6340b244-aebb-4acd-87d8-0471b0c91b8c,-2069.0806,815.72534
e9449d5e-c3f0-4e31-8a4a-a0003d2657fc,-340.34235,440.36823
c2b6586b-f80c-440f-8ee2-1f34d064b60e,-1860.4835,906.7832
3e9b647c-b9e5-46af-9abf-75c2e1067afa,-9.492454,-504.56155
affebd22-f7e0-459e-b51d-5791df15722d,-1441.1462,120.59345
345a2e59-1f21-41ac-bcc0-951945c3f407,-1866.678,-1448.7424
9e9f471b-681a-4777-8923-c2688c935993,-834.1376,126.14825
31d7a34c-38e6-47f8-abd5-fa5714429934,444.38193,-951.3362
1074c08e-905b-4a95-b309-3df4509516ae,-1474.1882,-77.94432
b60dae9f-5980-4a27-a5bf-660d4b328c8a,-958.18726,-651.6353
2f2bcf18-48bc-47a1-9697-b6a81c166ef1,-1965.5929,-1243.7767
b2caa6a1-9ec9-4269-a1df-a920ab9e5a72,-1630.8021,-926.3031
e422c917-ac97-4e7a-a3c1-7e6b789b84f0,-1203.7885,-1072.0092
c999512f-d25a-47db-a51c-d87e469a8ae9,-1891.509,756.77954
15f24475-54d5-4a6b-b0e4-1403038e2594,123.18476,-2207.4502
d3c7d5b2-9e3d-4558-946c-9cbd8cc7cd2a,1215.6,62.01023
98221d69-7ce8-48fc-9aeb-c26abf1479c6,-674.2725,-253.86247
da8b4b5e-1a11-450a-9576-6426f72cb005,-1177.4177,601.33997
6384004c-2e7c-454b-86fb-95e6629376f9,-1512.649,1259.6132
0d21ba98-a7ae-4651-aa34-bc38df0d86a1,-2091.722,1244.0249
d9fce9bc-a56a-4cfe-85b3-97270d9cd89a,-2166.333,81.092995
840bd0fb-d54e-4053-a761-cae39e3bccff,1583.9485,1182.1776
11cb3e1c-bcd0-4775-9a03-80951e4c0b99,-538.17535,-1000.4936
970f74d7-2e56-4e54-93bd-c64180670ccd,-628.7625,-491.6301
a112bfd8-7d36-46ac-89f6-fa7d9b9ecf55,-2212.2605,1348.7275
ada07161-4ff2-485f-b549-29f472eba0a4,-1521.6991,1406.4293
fe9242b4-b06d-4665-8367-47707b64f254,-867.63226,-1345.5323
77805117-4bc6-4df0-a30c-d5319ccb724a,-784.3457,-192.61423
04922e73-9645-4b4a-a052-dfe92192bba9,-1555.3033,896.1777
db17f0a5-a37a-4e4f-86a4-8af0181c2571,172.50366,-409.3131
0a024f78-0b6c-4c3a-b79b-814613b67143,883.805,702.0457
